1.171681156927022321e-01,5.121120489166944845e-01
5.362667824857940690e-01,8.468794057254782626e-01
1.352447671218948988e-01,4.368251077815080707e-01
2.082328211725939238e-01,2.248003069659047226e-01
7.968500807371373673e-01,5.389663546709733133e-01
2.832248628335300444e-01,1.843849755422188319e-01
1.030360081320469190e+00,7.560455195859460131e-01
1.639184672029245782e-01,4.836393450080578860e-01
5.046312816926892264e-01,3.722049756687565991e-01
9.882752942963252130e-01,5.554609085291066783e-01
5.750889914679425674e-01,6.839456917443377248e-01
9.454231426618691092e-01,2.731739533315773460e-01
6.270928547601026803e-01,3.021488410051930140e-01
1.030487666244273681e+00,1.208585743951263725e-01
2.034446824517663066e-01,4.603596868716492985e-01
8.848175194518145270e-01,3.202736654513992920e-01
5.467140415138109777e-01,3.487065740938065095e-01
6.703281281251307622e-01,7.464124652011013827e-01
5.286079178410529877e-01,1.004256493889468249e+00
7.175254102490757901e-01,3.714309372633637363e-01
2.098431223299919712e-01,2.682243808798545071e-01
9.421748613624411073e-01,1.053120283741343588e+00
2.903105645402679347e-01,2.957548049140340529e-01
9.790267094281197569e-01,1.265708695925168437e-01
2.649389770562972091e-01,6.409572828213964124e-01
3.471128623673535585e-01,9.579257608059236206e-01
2.612006427547737819e-01,2.111925477538297846e-01
2.772340963054084062e-01,1.047787550631704256e+00
7.070655867153158303e-01,1.002523131695711500e+00
1.634893181628322700e-01,8.021375066860791936e-01
9.961343491474050627e-01,9.421534768943045091e-01
3.917389239266231282e-01,3.589828100893615037e-01
4.673243381461085200e-01,3.851870823866571647e-01
2.984154484964129939e-01,6.969333615189013398e-02
2.128263089660013818e-01,8.469117465930559030e-01
4.391400493235312896e-01,7.563695149820215402e-01
1.185949290148249485e-01,1.629932865467403347e-01
8.590739681922631155e-01,5.203646717641861874e-02
5.138076526035331160e-01,2.934827347235510753e-01
3.678205178123231112e-01,1.084495159575618456e-01
4.051766371398428657e-01,1.000186128492105420e+00
2.048665199210417120e-01,8.026521276095349711e-01
5.664214530362782218e-01,6.648003095588064237e-01
7.419166096518532427e-01,6.409242228718698975e-01
2.068659622064940029e-01,6.813703742340557756e-01
9.518554879151973624e-01,5.918623899272562605e-01
9.532672348560622400e-01,4.058934181178394107e-01
4.900183720092410877e-01,4.403770949729683970e-01
9.113580519975273964e-01,5.315904578129225788e-01
1.049557942161932766e+00,8.489435430865093224e-01
